text,actual_sentiment,predicted_sentiment,is_correct
"I’m so nervous about the future, but there’s also this tiny spark of hope that maybe things will turn out okay. ✨",Mixed,Mixed,True
"I’m angry that they didn’t listen to me, but I’m also trying to stay calm and not let it get to me. 😠",Mixed,Mixed,True
It’s hard to keep going when it feels like nothing I do is making a difference. Maybe I need to try a new approach. 🤷‍♂️,Negative,Negative,True
"I don’t feel anything special right now. It’s just a normal, average day with nothing to report. 😐",Neutral,Neutral,True
I feel so inspired after that conversation. It’s like I have a new perspective on what’s possible. 🌟,Positive,Positive,True
"I feel like I’m stuck in a loop, constantly making the same mistakes. I just want to break free. 😟",Negative,Negative,True
"I’m happy to be with my family today. It’s nothing fancy, but these moments are what I live for. ❤️",Positive,Positive,True
"I’m not sure if I’m making the right decision, but I know I have to try. Taking risks is part of the journey. 🤞",Mixed,Mixed,True
"It’s just one of those days where everything seems to be going wrong. I’m frustrated, but I’ll keep going. 😞",Negative,Negative,True
"I’m so grateful for today. Everything felt right, and I’m just happy to be here. 🌞",Positive,Positive,True
I miss the old days when life was simpler. I can’t help but feel nostalgic. 😔,Mixed,Mixed,True
I’m not feeling much today. Just kind of floating through the motions. 😐,Neutral,Neutral,True
"I don’t know why I’m so nervous about this meeting. I’m prepared, but I still feel the anxiety creeping in. 😬",Negative,Negative,True
"I finally finished a big project! It’s been exhausting, but I’m really proud of what I accomplished. 🎉",Positive,Positive,True
I feel so disconnected from everything right now. It’s like I’m living in a bubble. 😔,Negative,Negative,True
"I’m not sure if I’m making the right choice, but I have to follow my gut. 🤔",Mixed,Mixed,True
I feel so overwhelmed with everything. It’s like the weight of the world is on my shoulders. 😩,Negative,Negative,True
I feel at peace with everything right now. I’m grateful for how far I’ve come. 🌸,Positive,Positive,True
"I’m feeling better today. Things aren’t perfect, but I’m taking it one step at a time. 😌",Positive,Positive,True
It’s so hard to let go of this chapter of my life. I feel like I’m losing something important. 😔,Negative,Negative,True
I can’t stop thinking about the future. It’s exciting and terrifying at the same time. 😬,Mixed,Mixed,True
"I’m struggling to keep up with everything, but I know I just need to stay focused. 😔",Negative,Negative,True
"It’s such a simple thing, but it makes me so happy to be here with friends today. 😄",Positive,Positive,True
I don’t feel anything right now. It’s like I’m going through the motions but not really engaged. 😐,Neutral,Neutral,True
"I feel like I’ve let everyone down. I thought I could do it, but I just didn’t have what it takes. 😞",Negative,Negative,True
"I’m so thankful for today. It might not have been perfect, but it’s been good enough. 🙏",Positive,Positive,True
"I’ve been feeling a little disconnected lately. Everything is fine, but I miss that deeper connection. 😕",Negative,Negative,True
"I’m so happy to have a few days off! It’s been a long time coming, and I can’t wait to relax. 🛀",Positive,Positive,True
"It feels like everything is moving so fast, and I can’t keep up. I need a break from all the chaos. 😞",Negative,Negative,True
I can’t believe how much I’ve changed over the years. It’s been a tough but rewarding journey. 🙏,Positive,Positive,True
I feel so uncertain about the future. It’s hard to make decisions when everything feels so up in the air. 🤔,Mixed,Mixed,True
"I feel like I’m stuck in a rut. Nothing feels exciting anymore, and I don’t know how to break out of it. 😒",Negative,Negative,True
This morning’s sunrise was so beautiful. It reminded me that there’s always something worth looking forward to. 🌅,Positive,Positive,True
I’m feeling so proud of myself for finally finishing that project I’ve been putting off for months! 🎉,Positive,Positive,True
I wish I could stop caring so much about what others think of me. It’s exhausting to constantly worry. 😓,Negative,Negative,True
"I feel like I’m at a crossroads in my life, not sure what direction to take next. It’s both exciting and terrifying. 😬",Mixed,Mixed,True
I’ve been feeling really disconnected from my friends lately. It’s like we’re all living separate lives now. 😔,Negative,Negative,True
"Today’s been one of those days where everything feels right. I’m in a good mood, and I’m just enjoying the moment. 😄",Positive,Positive,True
"I’m trying to be okay with where I am in life, but sometimes I can’t help but feel like I’m falling behind. 😓",Negative,Negative,True
It feels so good to be productive again after a long period of feeling stuck. I’m on the right track now. 💪,Positive,Positive,True
I just want to take a break from everything and relax for a bit. It’s been too much lately. 🛋️,Negative,Negative,True
It’s hard not to feel like everyone around me is succeeding while I’m struggling to get by. But I know I have my own path. 😓,Negative,Negative,True
"I feel completely drained after today. The workload never stops, but I’m pushing through. 😩",Negative,Negative,True
I’m so grateful for this quiet evening. It’s nice to just sit back and reflect. 🌙,Positive,Positive,True
"I feel like I’m constantly comparing myself to others. It’s exhausting, and it’s hard to stop. 😔",Negative,Negative,True
"I’ve been feeling pretty good lately. There’s still a lot to work through, but I’m proud of what I’ve accomplished. 🎉",Positive,Positive,True
"I’m not sure what to feel anymore. Things aren’t bad, but I’m not feeling particularly good either. 🤷‍♀️",Neutral,Neutral,True
"There’s so much uncertainty about my future. It’s terrifying, but I’m also curious to see where life takes me. 😬",Mixed,Mixed,True
"I feel so out of place. It’s like everyone around me has their life together, but I’m just trying to keep up. 😓",Negative,Negative,True
"I’m loving the new project at work. It’s challenging, but I’m learning so much. 💼",Positive,Positive,True
I can’t stop worrying about what others think of me. It feels like I’m constantly being judged. 😟,Negative,Negative,True
Today was a total mix of highs and lows. I’m not sure how I feel about it yet. 🤷‍♂️,Mixed,Mixed,True
It’s one of those days where everything feels effortless. I’m enjoying the flow and just taking it easy. 😌,Positive,Positive,True
I feel like I’ve been dealing with so many setbacks lately. It’s hard to stay motivated when everything feels like it’s falling apart. 😔,Negative,Negative,True
I don’t know what to expect anymore. It feels like nothing is ever certain. 😕,Mixed,Mixed,True
I’m feeling so overwhelmed by all the things I need to get done. It feels like I’ll never catch up. 😩,Negative,Negative,True
"It’s a strange feeling—like I’m in the right place, but at the same time, I’m unsure if this is what I truly want. 🤔",Mixed,Mixed,True
"I’m so proud of the progress I’ve made, but I still feel like there’s so much more I could do. 🤔",Mixed,Mixed,True
I’ve had a really productive day today. It feels good to check things off my to-do list. 😎,Positive,Positive,True
I feel so overwhelmed with everything that’s going on. It’s hard to keep up with all the tasks. 😩,Negative,Negative,True
